tgrep.id	entire.sentence	Sentence_type	DE_operator	Numeral	And_test	Or_both_test	Actually_test	Disjunct_relation	Disjunct_individuation	Or_not	
152534:46	it's more of the game plan of how do they convince the judge or jury through argument.	declarative	not available	nonum	change	not available	change	A~B	same	no	
171530:129	"so it's a lot, it's very hard on a nonfixed income because i don't know how many days i'm going to be called in and whether i am or not, to try to keep track of finances."	declarative	wh	nonum	change	not available	change	A>B	different	yes	
99075:72	"but often juries hear only a fraction of the, of the story when they have to decide guilt or innocencef."	declarative	not available	nonum	change	not available	change	A~B	different	no	
59539:31	"like you said if you had four kids, or even if you had two kids, you would be paying all your salary to pay for those two kids to go."	declarative	wh	nonum	change	not available	nochange	A<B	same	no	
115553:41	"you want to go ahead and tell me your favorite team, or who you think will be doing well this year."	interrogative	not available	nonum	change	nochange	nochange	A>B	different	no	
112092:38	"i don't feel that that should be any excuse at all or any deterrent ag-, uh, you know reason to not use capital punishment."	declarative	negation	nonum	change	not available	nochange	A>B	same	no	
176448:17	they did that three or four years before they did it with everybody.	declarative	not available	num	change	not available	change	A~B	same	no	
90913:34	"i mean, either way there was family reunion time, or not,"	declarative	not available	nonum	change	not available	change	A~B	different	yes	
116760:45	"because when you get married, you won't have the money or the time."	declarative	negation	nonum	nochange	not available	change	A~B	different	no	
152457:56	"but the other two i feel, uh, would give either you know, the plaintiff or for the defendant the the full benefit of the law."	declarative	not available	nonum	nochange	change	change	A~B	different	no	
6724:57	"they could send all the people over to, uh, you know, one particular part of town or one particular project, that somebody had paid somebody to, you know, get supported,"	declarative	not available	nonum	change	change	change	A<B	same	no	
48254:34	"the, the crime is not any better or any worse,"	declarative	negation	nonum	change	not available	change	A~B	different	no	
27846:151	"uh, and my family now knows if they come into my study and, uh, i happen to have had a tough day at work and maybe i'm trying to get a project done, uh, at school, uh, and i'm humming or whistling in a sort of mad crazy way the tune to downtown they knowb to just stay away,"	declarative	not available	nonum	change	change	change	A~B	same	no	
135320:83	"well and then, you think, well, how did they do it out in the real world anyway when these fish are in the tropicals or wherever they are kind of trying to keep up with that,"	interrogative	wh	nonum	change	not available	nochange	A>B	same	no	
33076:56	"well, um, i think it would probA-Bly depend on whether this was a formal or a informal dinner party."	declarative	wh	nonum	change	not available	change	A~B	different	no	
104851:51	so occasionally i'll bring whatever i've got laying around the car or the like and throw them in there.	declarative	not available	nonum	nochange	not available	change	A>B	same	no	
31268:79	"the people that took, you know, the lower level courses, i sometimes wondered, you know, are they really even educatA-Ble or trainA-Ble"	declarative	not available	nonum	nochange	nochange	nochange	A>B	same	no	
36975:25	"if they can get the army, or the military to sway to their side, i think that, uh, it will be on the way out eventually."	declarative	antecedent	nonum	nochange	nochange	nochange	A>B	same	no	
151327:145	"well, i think, i think we, i think the problem here is, is that a, a drug test does not necessarily imply that someone is taking drugs or not taking drugs."	declarative	negation	nonum	change	not available	change	A~B	different	no	
122789:26	"uh, i was down at A-Bout four or five quite awhile ago."	declarative	not available	num	change	not available	change	A~B	same	no	
13834:72	"maybe we'll see a growth in that where someone makes a career out of, say, taking care of five or six children as opposed to day care."	declarative	not available	num	change	not available	change	A~B	same	no	
107871:41	"uh, i'm not sure if i'm familiar with that, or not."	declarative	wh	nonum	change	not available	change	A~B	different	yes	
139930:62	"uh, well, um, first off we'd probA-Bly wind up with a, a cat or maybe a puppy."	declarative	not available	nonum	change	change	change	A~B	same	no	
6939:40	"see they make money off of it, whether you use it or not."	declarative	wh	nonum	change	not available	change	A~B	different	yes	
13998:38	"the parents kind of pushed them to join, like the boy scouts or girl scouts"	declarative	not available	nonum	change	change	change	A~B	same	no	
31223:100	"in fact, i think that's, that's one of the big problems today is the, the way the kids behave or act and, and the way they are sometimes disinterested in what's going on in the class and disruptive."	declarative	not available	nonum	nochange	change	change	A~B	same	no	
37749:72	"we're going to talk A-Bout the public school system, what's wrong with it, an, or if anything is wrong with it and what we can do A-Bout it, what should be done A-Bout it."	declarative	wh	nonum	nochange	nochange	nochange	A>B	different	no	
69146:19	we've been two or three times and probA-Bly go back again this winter.	declarative	not available	num	change	not available	change	A~B	same	no	
31200:26	"it was told to me or suggested to me, uh, that to work as a teacher in the public school systems in the state of texas, and i think it's similar in, in many other states, if you have a degree in a technical field you do not need a teaching certificate because there is such a shortage of, uh, people to teach math and sciences."	declarative	not available	nonum	change	not available	nochange	A>B	same	no	
69440:43	"i had, i've had, uh, two or three drug tests that i had to get before i could start working at a job uh, different jobs."	declarative	not available	num	change	not available	change	A~B	same	no	
98870:28	"in this country, and for example with alcohol or with drugs is, we don't seemd to understand how to handle it as a society to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme."	declarative	not available	nonum	nochange	nochange	change	A~B	same	no	
176348:81	"but where it's not necessary, uh, in that regard, where it's not an immediate threat to life and limb or property uh, i, i'd, i would seriously question it."	declarative	negation	nonum	nochange	not available	change	A>B	same	no	
151277:32	and i'm not sure if our policy covers that or not.	declarative	wh	nonum	change	not available	change	A~B	different	yes	
99734:100	"and, you know, so many times when you were trying to schedule outdoor activities, you just never knew if it was going to be a go or not because of the weather."	declarative	wh	nonum	change	not available	change	A~B	different	yes	
153376:44	"so frank, what, uh, type of, uh, budget do you or your family have."	interrogative	not available	nonum	nochange	nochange	nochange	A>B	same	no	
92409:51	"i would, i would spend all my time in london, or most of my time,"	declarative	not available	nonum	change	not available	nochange	A>B	same	no	
120047:15	"you're either liberal or you're conservative,"	declarative	not available	nonum	change	not available	change	A~B	different	no	
168860:102	"wel-, i guess it kind of borders on where, i mean what do you valued more. the invasion of, uh, the person's privacy or the possible danger to, you know, other people."	declarative	not available	nonum	change	change	change	A~B	different	no	
42077:97	"but gosh, you know, we're keeping, you know we're, we're keeping these men in prison for fifteen or twenty years on death row, and not doing anything with them,"	declarative	not available	num	change	not available	change	A~B	same	no	
18522:67	"they don't, they don't even starte growing until may, may or april, like after it's been raining for a few months."	declarative	not available	nonum	change	nochange	change	A~B	same	no	
2420:30	i need to probA-Bly make a phone call or two.	declarative	not available	num	change	not available	change	A~B	same	no	
51368:32	"i mean, i've been to like thirty or forty games each of the last few years."	declarative	not available	num	change	not available	change	A~B	same	no	
130777:64	"it kind of reminds me of using an a t m card, you know, to get money or doing your banking."	declarative	not available	nonum	change	nochange	nochange	A>B	different	no	
138826:8	two or three years in with them you can start buying stock	declarative	not available	nonum	change	not available	change	A~B	same	no	
67430:26	"i usually, you know, fifteen or twenty."	declarative	not available	num	change	not available	change	A~B	same	no	
28170:152	"because if he saw mom doing only that you know, all the time he was growing up then it's hard to think of it in that, other, uh, that i should do it or just to think A-Bout doing it rather than having someone tell him to do it."	declarative	not available	nonum	change	nochange	nochange	A>B	different	no	
9072:53	"well, i was just going to say, it's a little over six or seven minutes."	declarative	not available	num	change	not available	change	A~B	same	no	
94853:37	"you know, i wonder if that's a root problem or not,"	declarative	wh	nonum	change	not available	change	A~B	different	yes	
57177:94	"and, uh, you know, whenever he was going to school, he was expecting to having to wear, uh, a tie or a dress shirt everyday."	declarative	not available	nonum	nochange	nochange	change	A~B	same	no	
172822:16	"at thirty-three hundred dollars or thirty-five hundred dollars i'm paying in taxes, why i, i could go down to bulverde and probA-Bly rent a, rent a house for that, right."	declarative	not available	num	change	not available	change	A~B	same	no	
132601:54	"well, it, it's just like having taxes on, or exemptions for kids, you know."	declarative	not available	nonum	nochange	nochange	nochange	A~B	same	no	
94770:69	"and again, it's not, it's not cheap to rent the lodge up there or the meeting room down in the cA-Bins and such,"	declarative	negation	nonum	nochange	not available	change	A>B	same	no	
113845:53	"the biggest, you know, the biggest outlaid expense has always been either wars or defense."	declarative	not available	nonum	nochange	nochange	change	A>B	different	no	
152986:22	"just, uh, stays away or runs usually."	declarative	not available	nonum	change	change	change	A~B	different	no	
176099:48	"we never really, you know, have to program money for that or make choices, you know."	declarative	negation	nonum	nochange	nochange	nochange	A>B	same	no	
170868:28	"if they're associated with a college or a university, they're usually a pretty good bet."	declarative	antecedent	nonum	change	nochange	change	A<B	same	no	
76810:84	"and, uh, itc's too bad that all this stuff is just being thrownf into a data base, and that none of the ideas or thoughts are being used at all."	declarative	negation	nonum	nochange	not available	change	A>B	same	no	
157526:224	"some of them did say that, you know, when they were the only one left opposing the verdict, uh, you know, everyone was getting on them so, so heavily that eventually they just gave in knowing that nothing they could do could stop it from either being the verdict everyone else was trying for or a hung jury because the one vote doesn't mean anything except the A-Bility to not have a verdict."	declarative	not available	nonum	change	not available	change	A~B	different	no	
81549:27	"because we saw it, probA-Bly, four or five months ago."	declarative	not available	num	change	not available	change	A~B	same	no	
163718:34	"but they're not in it to say anything or give a message which is what they were do-,"	declarative	negation	nonum	nochange	not available	nochange	A>B	same	no	
149345:54	"well, do you live, you, you in a house, or a place where you, uh,"	interrogative	not available	nonum	change	change	nochange	A>B	same	no	
40595:16	"it took us two or three different people to find,"	declarative	not available	num	change	not available	change	A~B	same	no	
160448:28	i just catch the major ones off the news or if someone starts to talk A-Bout it.	declarative	not available	nonum	change	nochange	change	A~B	different	no	
10220:22	"that, you know, may or may not happen."	declarative	not available	nonum	change	not available	change	A~B	different	no	
51019:56	"i, i know the government sells information to private companies A-Bout individuals or families."	declarative	not available	nonum	nochange	nochange	change	A>B	different	no	
31385:27	"otherwise, he might have been driving trucks or framing houses, you know, from here to eternity."	declarative	not available	nonum	change	nochange	change	A~B	same	no	
56899:10	like three or four percent of australians don't vote	declarative	not available	num	change	not available	change	A~B	same	no	
139942:19	"uh, had a hamster or two,"	declarative	not available	num	change	not available	change	A~B	same	no	
84819:49	"i mean, in all the tourist brochures you read A-Bout what you should or should not do."	declarative	wh	nonum	nochange	not available	change	A~B	different	no	
24421:57	"and it, and if it's possible even get some experience at it or at least watch some people do it."	declarative	antecedent	nonum	change	change	nochange	A>B	same	no	
109263:30	"so depending on what your major is, or medical, you might want to atteck-, some, um, attend somewhere like tech"	declarative	not available	nonum	nochange	not available	change	A<B	same	no	
155977:76	"and i know that's not due to, uh, it's not due to, to gasoline or to, you know, carbon monoxide so much as the c f c --s"	declarative	negation	nonum	nochange	change	change	A~B	same	no	
11323:99	"that's what i do with a lot of my daughter's things is i'll store her, you know, like her out dated or, out of, out of season clothes in them"	declarative	not available	nonum	nochange	change	nochange	A<B	same	no	
162850:90	"and you, and you don't always even know if it's, it's going to be the right place or not."	declarative	wh	nonum	change	not available	change	A~B	different	yes	
1433:51	"i mean people will just look at you as a person and not as a man or a woman,"	declarative	negation	nonum	nochange	not available	change	A~B	different	no	
108299:58	"but when i don't need to dress up for a, a meeting or a service of some sort, i don't."	declarative	not available	nonum	change	not available	change	A<B	same	no	
83845:40	"how did you put that many miles on it, in, four or five years."	interrogative	not available	num	change	not available	change	A~B	same	no	
18302:57	"i think it's, i think it only has A-Bout five or six more years to go because it's a, it's a really old bush,"	declarative	not available	num	change	not available	change	A~B	same	no	
151762:61	"it's burned so completely, that you don't have any, uh, nitrous oxides, uh, or oxides of nitrogen, uh, to, uh, form because of, by virtue of the very combustion process of the diesel engine, because diesel oil is, uh, is not very volatile. you know, where gasoline, if you leave a little pail of gasoline out before long it's gone."	declarative	negation	nonum	change	not available	nochange	A>B	same	no	
169950:101	"i used to initially think that the only people who went into such residences were people who, uh, were adequately deficient in their A-Bilities, uh physical or mental, that they couldn't take care of themselves."	declarative	not available	nonum	nochange	nochange	change	A~B	different	no	
153841:35	"and sometimes i'll read like the, uh, wall street or the new york times."	declarative	not available	nonum	change	change	change	A~B	same	no	
4535:29	"and more and more people start believing them or wondering how to combine them with other things,"	declarative	not available	nonum	nochange	change	change	A~B	different	no	
114774:25	and just as we're preparing dinner or eating dinner the phone rings	declarative	not available	nonum	change	change	change	A~B	different	no	
19641:195	"and, uh, the last, uh, i'm embarrassed to say the last, you know, honest to gosh, cover to cover book that i read, i can not, right offhand, i tried to read, uh, one of the, the michener, uh, lone star or the, the texas history book."	declarative	not available	nonum	change	change	nochange	A>B	same	no	
52648:55	"i would like to see some, some kind of reform, or some kind of streamlining so that, if a person is, um, convicted, and sentenced to, to death, that that automatic appeal which goes in could be more quickly dealt with."	declarative	not available	nonum	nochange	nochange	nochange	A>B	same	no	
62433:170	"and maybe rather than just, require somebody to join like the peace corps for a year maybe like, um, during college, you know, maybe have some kind of course where they'd be required to do some kind of community service type work, and help people in that area or people in the united states."	declarative	not available	nonum	change	change	change	A<B	same	no	
62541:16	"but for the last four or five years i've had eye problem,"	declarative	not available	num	change	not available	change	A~B	same	no	
75445:52	these days they have these tiny little things that are only A-Bout the size of two or three pencils	declarative	not available	num	change	not available	change	A~B	same	no	
89472:46	"and then, oh, let's see, there's a couple or three that i would like to go see before they go into videos."	declarative	not available	num	change	not available	change	A~B	same	no	
92223:8	"two or three times a year you'll get a news bull-,"	declarative	not available	num	change	not available	change	A~B	same	no	
95326:46	"but she said, let's go ahead and send him another day, or two days,"	declarative	not available	num	change	not available	change	A~B	same	no	
104214:48	"so, um, i always think it's a nice break from the traditional organ or piano."	declarative	not available	nonum	nochange	nochange	change	A>B	same	no	
104819:118	"--ing seems to be a, a topic that's going to probA-Bly take A-Bout a generation to, uh, catch on, it seems, or maybe a generation to two."	declarative	not available	nonum	change	not available	nochange	A~B	same	no	
108224:44	"but then we're back to being warmer than normal this week, or last week,"	declarative	not available	nonum	change	not available	change	A~B	same	no	
160003:12	"it's whether or not you're a resident for that jurisdiction,"	declarative	wh	nonum	change	not available	change	A~B	different	yes	
170974:61	and so i'm just grateful that we don't have to worry so much A-Bout my working or not.	declarative	not available	nonum	change	not available	change	A~B	different	yes	
175379:45	"see, wh-, when you're with a big company or a big organization, a lot of times, uh, you know, the benefits are good"	declarative	not available	nonum	change	change	nochange	A>B	same	no	
46192:69	"but then at the ver-, in the fourth quarter they'd let them get up there either with them or, you know, right ahead of them."	declarative	not available	nonum	change	not available	change	A<B	different	no	
34204:16	it was A-Bout four or five years ago.	declarative	not available	num	change	not available	change	A~B	same	no	
20118:86	"you know, again, kind of having, uh, uh, within this century, come from a, uh, an immigrant family, or immigrant families on both sides."	declarative	not available	nonum	change	not available	change	A<B	different	no	
128305:35	"occasionally, some ice skating will come on, on a sunday or during the olympics"	declarative	not available	nonum	nochange	nochange	change	A<B	same	no	
76421:21	"i think in this area or most all areas they use, you know, for ticks and fleas."	declarative	not available	nonum	nochange	nochange	change	A~B	same	no	
104342:42	"and i couldn't tell whether some parts of town had started it or if it was just everybody was, was waiting for the delivery of whatever those containers were."	declarative	wh	nonum	change	not available	change	A>B	different	no	
29161:24	"she could either have taken tennis, or weight lifting"	declarative	not available	nonum	change	change	change	A~B	different	no	
152408:21	are you talking A-Bout with criminal or civil suits.	interrogative	not available	nonum	change	change	change	A~B	different	no	
106499:91	"and that, the other major factor is that she needs blood transfusions every week to ten days, and would have to be hospitalized a day or two,"	declarative	not available	num	change	not available	change	A~B	same	no	
1592:58	"so you don't have to, you know, unless you're just really sick, or the child's sick."	declarative	not available	nonum	change	change	change	A~B	different	no	
131265:36	you only have to check in with the office once or twice a week	declarative	not available	num	change	not available	change	A~B	same	no	
131688:137	"and my mother whoe is now, he's, my stepfather is dead, but my mother who is now seventy-one, i can remember her being, i believe a sixteen or a fourteen handicap,"	declarative	not available	num	change	not available	change	A~B	same	no	
173001:38	i've had eleven people in it before. believe it or not.	declarative	not available	nonum	change	not available	change	A~B	different	yes	
35503:30	"but if you've narrowed it down to one or two you can have the car, uh, uh, checked at, uh, an independent service station and have them go through it from top to bottom and tell you if they can find anything wrong, because they don't have any financial interest in it."	declarative	not available	num	change	not available	change	A~B	same	no	
138291:77	"i'd, i'd kind of like to, to look at equipment like a lathe or like you say, a tA-Ble saw and some of those things that would make, uh, some pretty nice, uh, pieces of, uh, well, wood, for, for different things for tA-Bles, for, for, uh, chairs, for, you know, decks and so forth"	declarative	not available	nonum	change	nochange	change	A>B	same	no	
169332:97	"and the view that i would rather take is that there's a different amount of information you need when you're particularly interested in a topic or, uh, particularly interested inb buying something as a, you know as a hobbyista versus when you want to go out and buy a blender because you need to mix things."	declarative	not available	nonum	change	nochange	change	A<B	same	no	
102122:39	"and, and drink wise they have kool-aid, milk or water. normally."	declarative	not available	nonum	nochange	not available	change	A~B	different	no	
37241:60	"but when i run into people that, you know, just have recently had bA-Bies or have very young children and are working full time, i, there's almost a, uh, friction between us."	declarative	not available	nonum	change	nochange	change	A>B	same	no	
24108:42	"i think if you're going into like, uh, law or medicine, a very particular, very specific field, even, even engineering, you can get, you can meet a lot of the requirements at a public, um, institution."	declarative	wh	nonum	change	change	change	A~B	same	no	
3096:47	"and we monitor, um, anything that comes out of a stack, or out of a building,"	declarative	not available	nonum	nochange	not available	change	A>B	same	no	
168838:150	"and if they're, you know, if they're on some kind of, you know, contol-, controlled substance then, you know, it kinds of takes away from the job of, you know, the supervisor or manager type person, you know, who is A-Ble to evaluate them."	declarative	not available	nonum	change	not available	change	A>B	same	no	
14511:27	"but i heard on the radio this morning, or yesterday morning, that, uh, aikman's back in practicing, doing real, real well."	declarative	not available	nonum	change	not available	change	A~B	different	no	
175996:35	"and, uh, my mother hardly ever spent anything on herself or on the house."	declarative	not available	nonum	nochange	not available	change	A~B	different	no	
13311:70	"if there was, if there was mandatory, you could choose the option of either a mandatory military service or voluntary,"	declarative	not available	nonum	change	change	change	A~B	different	no	
150475:29	"i mean, it would only take three or four days"	declarative	not available	num	change	not available	change	A~B	same	no	
87877:62	"and, uh, because she could claim she was married, she could get, uh, an apartment or a condominium in a very exclusive building in new york that had a garden, an, an, an outside garden, whicha is very unusual there."	declarative	not available	nonum	change	change	change	A<B	same	no	
63674:32	"you know, the differences between seventy and seventy-two or seventy-five degrees isn't much,"	declarative	not available	num	change	not available	change	A~B	same	no	
66362:55	"i would think it wouldn't be, you know, much more than the eighteen or nineteen percent everyone else charges."	declarative	not available	num	change	not available	change	A~B	same	no	
159334:42	"and, you know, it was very difficult for either them or my grandfather to take care of her since she was, uh, you know, could not do very much for herself after the stroke."	declarative	not available	nonum	change	not available	change	A<B	different	no	
109014:41	i don't haved to run to the store to buy or look for something i haven't heard of.	declarative	negation	nonum	nochange	nochange	change	A>B	different	no	
65878:34	"because i think it's all funded, either state or federally funded"	declarative	not available	nonum	change	change	change	A~B	different	no	
112292:38	and he'll just eat chips until we've got three or four baskets coming back.	declarative	not available	num	change	not available	change	A~B	same	no	
19289:87	"but i don't believe that he, in this first pass around, you know, being the first one to really turn things around or attempt to is going to be allowed to get away with it either."	declarative	not available	nonum	change	not available	nochange	A>B	different	no	
49341:37	"uh, so, the question of whether to buy here or move to another county, say, drive twenty more miles north, buy a condominium for approximately, uh, the same price, maybe a little lower,"	declarative	wh	nonum	change	not available	change	A~B	different	no	
74729:93	"and it was A-Bsolutely clear that if you could get your book adopted by texas, then you had a built-in market because there were only A-Bout three or four textbooks in each subject"	declarative	not available	nonum	change	not available	change	A~B	same	no	
127532:70	"by the time i get homea, all i want to do is just collapse or sit down at my computer"	declarative	not available	nonum	change	nochange	change	A>B	same	no	
26479:17	"it's the thirty-five or forty thousand dollar one, whatever it is,"	declarative	not available	num	change	not available	change	A~B	same	no	
168755:23	"oh, i probA-Bly spend an hour or two."	declarative	not available	num	change	not available	change	A~B	same	no	
43671:48	it's hard to find movies thata aren't terrible violent or terribly bunch of sex going on anymore.	declarative	negation	nonum	nochange	nochange	change	A~B	different	no	
120851:76	"well, um, i have gone to girl's camp a few times, as a, you know, a chaperon or a leader, whatever"	declarative	not available	nonum	change	nochange	change	A>B	same	no	
73659:91	"is it, is it the one that needs, needs more supervision that has a bad influence on the older or more mature one."	interrogative	not available	nonum	nochange	nochange	change	A~B	same	no	
18325:82	"have you, have you, uh, done, um, done a lot of tree surgeon work on your trees or not."	interrogative	not available	nonum	change	not available	change	A~B	different	yes	
68703:60	"if i were ar-, let's say i were arrested falsely or not and put up for a jury"	declarative	not available	nonum	change	not available	change	A~B	different	yes	
55284:17	"there's probA-Bly five or six, which would be an equivalent of our joint chiefs of staffs, that are in positions over some of these soviet states."	declarative	not available	num	change	not available	change	A~B	same	no	
56808:39	"and you had to vote for, you know, yes or no on each of them"	declarative	not available	nonum	change	not available	change	A~B	different	no	
120949:44	"now is there anything, uh, are there any mountains or big rocks a person could hike around this area."	interrogative	not available	nonum	nochange	nochange	change	A>B	same	no	
132428:45	"and, uh, it does going to start whether you are there or not."	declarative	wh	nonum	change	not available	change	A~B	different	yes	
45930:44	"i hadn't heard, you know, whether they have a new one or not."	declarative	wh	nonum	change	not available	change	A~B	different	yes	
59982:90	"and there's, you know, there's people in our prisons that are not being rehA-Bilitated in any way, shape, or form,"	declarative	negation	nonum	change	not available	change	A~B	different	no	
51633:46	it's hard to tell how much has been that or how much is just her.	declarative	wh	nonum	nochange	not available	change	A<B	different	no	
86259:83	"you, you don't havef to worry A-Bout filling out forms, uh, you know, for reimbursement and all or, you know, getting paid eight percent of, of whatever."	declarative	negation	nonum	change	not available	change	A<B	different	no	
37930:95	"i mean, i'd, i'd be afraid to be in school, i mean b-, teaching, or even being a student"	declarative	not available	nonum	nochange	nochange	change	A~B	different	no	
90727:39	and i have a problem when they compare the kids in japan or germany to the kids here.	declarative	not available	nonum	nochange	nochange	change	A~B	same	no	
174581:58	"and, of course, you have some savings in terms of taxpayer money keeping people in jail or not."	declarative	not available	nonum	change	not available	change	A~B	different	yes	
163620:59	"i find myself, uh, listening to a lot of, uh, uh, either old timer or new england, uh, dance bands as well as, uh, just more popular folk music and new artists coming up."	declarative	not available	nonum	nochange	nochange	change	A<B	same	no	
8915:55	"do you find you do most of your, your, uh, crocheting or your knit work around christmas time."	interrogative	not available	nonum	nochange	not available	change	A>B	same	no	
105339:114	"but, uh, in the long run, it seems to me, it's kind of like what they keep talking A-Bout the, uh, the aids testing with doctors or dentists and things and how that, you know,"	declarative	wh	nonum	nochange	nochange	change	A~B	same	no	
46151:81	"and they had to kick. and, uh, to know whether we were going to win the game or lose a game because they got one point ahead of us."	declarative	wh	nonum	change	not available	change	A~B	different	no	
36973:48	"and the russian people are all realizing that the communist system does not work to their satisfaction or their way of surviving in this world,"	declarative	negation	nonum	nochange	not available	change	A>B	same	no	
79279:17	"so i was only fifteen or sixteen,"	declarative	not available	num	change	not available	nochange	A~B	same	no	
45511:60	"you know, you can't roll around and tussle around with it like you can a dog or a cat"	declarative	not available	nonum	change	change	change	A~B	same	no	
105465:58	"to learn the maneuvers you had to make to work your way down a lake or work back up against the, the wind, as it were, tacking back and forth"	declarative	not available	nonum	change	not available	change	A~B	different	no	
108877:61	"you know if it's informal i'd probA-Bly choose something, i mean, just like hamburgers or steaks out on the grill because that's a lot of fun, especially this time of year where it's so nice out."	declarative	not available	nonum	change	nochange	change	A~B	same	no	
138712:57	"uh, i don't remember what they call it, sort of like a positive, negatives or some, some kind of word they use when a, uh, you get a, uh, a positive indication of drugs, but there's not really, there weren't really any there."	declarative	not available	nonum	change	not available	nochange	A>B	different	no	
107841:9	right or wrong i'm going to cast a ballot	declarative	not available	nonum	change	not available	change	A~B	different	no	
73408:63	"they had stayed with this family from the time these children were small, you know, four or five years old, up until they were well into grade school."	declarative	not available	num	change	not available	change	A~B	same	no	
24200:82	"the only field i'm not familiar with really is education, which is required, mumblex requires A-Bout four or five different fields really."	declarative	not available	num	change	not available	change	A~B	same	no	
43724:70	"if i ever get the hankeringa to see something, i've got, i don't know, maybe A-Bout thirty or forty movies"	declarative	not available	num	change	not available	change	A~B	same	no	
147886:19	usually involving the prime minister or people very close to him.	declarative	not available	nonum	change	nochange	change	A>B	different	no	
2178:23	"when i retired from there, or left, i took the money i that i had in mine and put it in an i r a"	declarative	not available	nonum	change	not available	nochange	A>B	same	no	
59686:38	"but whether it be the, your state police or your county police for you to be A-Ble purchase a handgun. you got to go through their course and get certified that you know how to properly handle the weapon, how to safely handle the weapon, how to properly maintain it, the three basics."	declarative	wh	nonum	change	nochange	change	A~B	same	no	
112263:70	"but our favorite when you have a little more to spend, is to go to taiwan or may dragon."	declarative	not available	nonum	change	change	change	A<B	same	no	
150084:23	"i think they test four or five a day, actually exploding the air bags"	declarative	not available	num	change	not available	change	A~B	same	no	
165010:22	it's probA-Bly a japanesec or a burmesef company owning and hiring people in the u s.	declarative	not available	nonum	change	change	change	A~B	same	no	
29489:84	"againd not having, uh, lived through another war, i don't know if that's a common thing that people thought of, or if that was a new concern with people."	declarative	wh	nonum	change	not available	change	A<B	different	no	
84000:35	"it almost costs so much to fix anything or do anything with it, you're just better off buying another car."	declarative	not available	nonum	nochange	not available	change	A>B	same	no	
166934:41	so you got to give them either more time in the system or a different process that will hopefully work better.	declarative	not available	nonum	change	not available	change	A~B	different	no	
89690:14	"whatever you ask or scream when i'm on the phone, the answer is no."	declarative	wh	nonum	change	nochange	change	A<B	same	no	
144961:19	"and even in the last five or six years, boy we see more and more women being involved"	declarative	not available	num	change	not available	change	A~B	same	no	
59327:20	"because if you have two or three kids, by the, e-, way the inflation's going i think a woman's always going to have to work"	declarative	antecedent	num	change	not available	change	A~B	same	no	
120009:68	"and there really is a lot we could be doing stateside without, uh, hurting our international aspects or straining any international relations i think,"	declarative	negation	nonum	nochange	nochange	change	A>B	same	no	
56764:49	"um, it's a problem if those voting don't represent the population demographically, or in terms of their opinions."	declarative	negation	nonum	nochange	nochange	change	A~B	different	no	
14175:23	"but i don't anymore, maybe once or twice a year."	declarative	not available	num	change	not available	change	A~B	same	no	
14463:19	and then they won five or six in a row.	declarative	not available	num	change	not available	change	A~B	same	no	
159146:81	"you know some of the health insurance is written that way. you know, that, uh, if you buy an accident and death or dismemberment policy, you know, it s-, pre specified in the policy so much"	declarative	not available	nonum	change	not available	change	A>B	different	no	
19728:70	where's some reference to this goddamn state of texas and the role that they played either leading up to or in the civil war.	interrogative	not available	nonum	nochange	nochange	change	A<B	different	no	
153155:30	"uh, cause he has had him for six or seven years."	declarative	not available	num	change	not available	change	A~B	same	no	
168937:102	"and, so, uh, one of the things that would fulfill the, at least the nominal, uh, qualifications set forth in the charge is military service or draft."	declarative	not available	nonum	change	change	change	A<B	same	no	
98949:15	they can find guilt or innocence	declarative	not available	nonum	change	not available	change	A~B	different	no	
9568:46	"i think i've actually seen a number of star treks, one way or another over the years. uh, although i never watched it regularly."	declarative	not available	nonum	change	not available	change	A~B	different	no	
173714:78	"uh, people are, uh, reluctant to pass, uh, school tax levies even, uh, when the money is needed or would be well spent because it's, uh, they don't have kids in the schools."	declarative	wh	nonum	nochange	nochange	nochange	A>B	same	no	
91801:40	"i don't know if i want to take that responsibility or not,"	declarative	wh	nonum	change	not available	change	A~B	different	yes	
137872:18	and they had like three or four basic packages that they they offer.	declarative	not available	num	change	not available	change	A~B	same	no	
95903:41	"however, this isn't a problem that we haved either alcohol or drug,"	declarative	relclause	nonum	nochange	nochange	change	A~B	same	no	
22753:43	"and then i was fi-, fished for another half hour or forty-five minutes, caught a few white fish and so forth,"	declarative	not available	nonum	change	not available	change	A~B	same	no	
3218:18	i listen to heavy metal or classic rock.	declarative	not available	nonum	nochange	nochange	change	A~B	different	no	
110752:48	"well, but why, if you're going to do teachers or professionals, why not do the kids, when we see them and they're, you know, under the influence."	interrogative	antecedent	nonum	nochange	nochange	change	A>B	same	no	
52200:60	"i guess you could do that, you know, get all of david carradine's movies, or, uh, uh, segal,"	declarative	not available	nonum	change	change	change	A~B	different	no	
60448:27	"and she would sit like on my neck or my shoulder while i was working, and things like that. yeah, much more than you would think."	declarative	not available	nonum	change	change	change	A~B	same	no	
10770:28	there was cartoon in cosmo A-Bout a year or two ago	declarative	not available	num	change	not available	change	A~B	same	no	
137109:71	"if you purchase on your credit card you know, then they put an extended warranty on it if it doesn't work or if you have a problem with it in a certain period of time,"	declarative	antecedent	nonum	change	nochange	change	A>B	same	no	
